Customer_ID,Customer_Name,Age,Gender,City,Purchase_Amount,Purchase_Date,Product_Category,Feedback_Rating
CUST2488,Ryan Ellis,115.0,female,,2943.42,not_a_date,,0
CUST1809,,,Female,Unknown,,2017-08-18,,
CUST3912,Cheryl Smith,37.0,male,New York,6043.0,2016-11-15,,6
CUST2923,Daniel White,27.0,male,Houston,3312.53,2025-01-25,Cloths,
CUST2231,Walter Bell,31.0,female,Houston,3920.09,2020-12-09,Cloths,2
CUST2730,Deborah Smith,,Fmale,New York,8871.78,not_a_date,Electronics,3
CUST3038,Lisa Russell,-5.0,Fmale,New York,5358.59,,,NaN
CUST5407,,22.0,Male,Unknown,6000.1,not_a_date,electronics ,1
CUST5897,Paul Sanchez,-5.0,Fmale,Unknown,9365.09,,,0
CUST4229,Jessica Smith,171.0,,Chicago ,2122.0,not_a_date,Clothing,5
CUST1389,Tiffany Sullivan,-5.0,Mle,New York,77.29,not_a_date,,1
CUST4559,Amber Coffey,104.0,Mle,,2879.6,2019-03-10,Clothing,0
CUST4045,Michael Reynolds,26.0,Female,Chicago ,4195.1,2024-03-19,Cloths,6
CUST4512,William Santos,-5.0,male,Los Angeles,,2025-05-14,,
CUST3571,Tammy Mora,,,,2548.73,not_a_date,Clothing,NaN
CUST5419,David Cooper,112.0,,LosAngeles,604.42,2021-02-21,Electronics,5
CUST4851,Tara Fitzgerald,53.0,,LosAngeles,3185.57,2018-10-18,unknown,6
CUST5738,Ashley White,163.0,female,New York,,2017-01-22,Cloths,5
CUST3492,John Ramirez,,Female,Chicago ,3698.26,2016-11-22,electronics ,NaN
CUST1894,Brandon Harris,,male,LosAngeles,960.69,,electronics ,3
CUST3350,,,Fmale,LosAngeles,5419.22,,Furniture,5
CUST3560,,-5.0,female,,,,electronics ,0
CUST1769,Daniel Harris,,Male,New York,6133.65,,unknown,5
CUST3944,Amy Reeves,-5.0,,Houston,2908.44,2019-06-02,Cloths,6
CUST1130,Evelyn Johnson,119.0,Fmale,Unknown,,not_a_date,electronics ,2
CUST2536,Jason Thompson,48.0,female,Chicago ,5619.75,2018-08-21,,3
CUST2383,,,female,Chicago,8915.65,2021-01-06,Electronics,2
CUST5476,,129.0,Fmale,Houston,5666.7,not_a_date,Clothing,
CUST3747,Melissa White,46.0,,Houston,9454.5,not_a_date,Clothing,
CUST1666,Elizabeth Castillo,32.0,,Los Angeles,2886.46,,Electronics,5
CUST5629,Deborah Perez,64.0,female,Unknown,3577.64,2020-12-27,Electronics,1
CUST5430,Elizabeth Jones,163.0,Fmale,Chicago,,,,4
CUST2861,,53.0,,,820.52,not_a_date,furniture,2
CUST4129,Roberto Maldonado,-5.0,Female,Los Angeles,,not_a_date,unknown,2
CUST1644,Charles Gilbert,42.0,,Houston,6262.49,not_a_date,Clothing,5
CUST5884,,,,Chicago,,2024-06-11,electronics ,4
CUST4369,Sally Peters,,Female,Unknown,,2019-09-11,furniture,0
CUST5373,Sara Johnson,194.0,,Los Angeles,,not_a_date,unknown,4
CUST4678,Elizabeth Smith,164.0,Male,Chicago ,42.66,not_a_date,Furniture,
CUST1536,Dale Martin,-5.0,male,Houston,6912.96,not_a_date,unknown,2
CUST2937,Matthew Smith,,female,Houston,,,,NaN
CUST5844,Gerald Clark,,female,LosAngeles,,,furniture,6
CUST5206,Brett Baldwin,,Male,Unknown,2397.82,2025-09-21,electronics ,
CUST1949,Samuel Jones,22.0,Fmale,Unknown,6930.88,2018-11-23,electronics ,4
CUST4915,,107.0,Female,,6377.17,,,4
CUST2087,Timothy Stark,-5.0,,Chicago,5414.66,2017-02-19,furniture,6
CUST2685,Rebecca Love,-5.0,,LosAngeles,6580.65,2018-10-28,Clothing,5
CUST1174,Grant Stark,120.0,Female,Los Angeles,8512.21,,Furniture,4
CUST5914,Cassandra Aguirre,-5.0,male,Unknown,2019.94,not_a_date,Furniture,5
CUST1085,Christine Rice,-5.0,Fmale,New York,3212.9,2018-08-16,electronics ,3
CUST4859,Ryan Arnold,136.0,,Chicago ,5677.05,2021-01-23,,6
CUST2910,Michael Perez,,Female,LosAngeles,2414.81,2026-02-10,Clothing,
CUST1116,,196.0,,LosAngeles,5657.86,2026-01-02,Clothing,6
CUST1218,Justin Grant,-5.0,,Unknown,4699.28,not_a_date,electronics ,3
CUST4832,Jorge Lee,159.0,Mle,New York,4273.25,,Cloths,5
CUST1607,,144.0,female,LosAngeles,2748.92,not_a_date,,3
CUST4621,Chad Taylor,-5.0,,Houston,,,Electronics,4
CUST1277,,,Female,Houston,5877.99,2018-09-03,,3
CUST3633,Robert Lopez,50.0,Female,New York,,2018-02-19,furniture,3
CUST3132,Jane Duarte,25.0,Mle,New York,,2025-12-08,Clothing,6
CUST3932,Scott David,,Fmale,,,2019-08-05,Cloths,NaN
CUST1869,Craig Dennis,114.0,female,Houston,734.39,2020-01-26,Clothing,3
CUST4524,Robert Robbins,28.0,Fmale,Houston,,,furniture,5
CUST5024,Keith Young,,,Unknown,1330.96,,Clothing,1
CUST2524,Melissa Williams,64.0,,,,2016-10-08,,
CUST4383,,,Fmale,Houston,1782.35,2020-03-28,,
CUST2472,Monica Wong,130.0,Female,Chicago,2851.27,not_a_date,Cloths,
CUST2860,Caitlin Gomez,,male,Houston,5886.16,2024-06-20,,0
CUST1199,Dylan Brown,-5.0,,Los Angeles,1798.31,not_a_date,furniture,
CUST5346,Shannon White,-5.0,,Chicago,6733.37,,Cloths,5
CUST1356,Meghan Mann,170.0,Mle,Houston,201.32,2020-09-11,,
CUST3826,Mark Kidd,169.0,Fmale,Houston,739.64,not_a_date,Electronics,6
CUST5948,,101.0,Mle,New York,7559.59,2018-12-11,Furniture,2
CUST1934,Aaron Erickson,,female,Los Angeles,2032.04,2017-01-07,Electronics,6
CUST5534,Paul Phillips,,Female,,5023.26,not_a_date,Clothing,
CUST5895,Janice Vance,52.0,Fmale,Unknown,,2024-09-20,,
CUST3280,Kristin Brown,-5.0,Fmale,New York,109.97,not_a_date,furniture,5
CUST2906,George Wallace,44.0,Female,,6198.41,,,0
CUST3479,,-5.0,,,9543.79,2024-09-16,electronics ,1
CUST1481,Adam Harris,-5.0,Male,Unknown,2466.04,,unknown,
CUST1254,,,Fmale,LosAngeles,6577.93,2019-10-04,Clothing,NaN
CUST2876,Valerie Sanders,176.0,,Houston,4372.47,2025-03-30,Furniture,2
CUST3164,Allen Jackson,26.0,female,Houston,830.44,2016-08-10,Clothing,3
CUST2373,Brooke Estes,50.0,Fmale,LosAngeles,738.67,not_a_date,unknown,2
CUST1528,Andrew Sanchez,30.0,Mle,,732.04,2024-11-25,,0
CUST3837,Lucas Anthony,44.0,Male,Chicago,189.7,2024-08-16,furniture,2
CUST3705,Elizabeth Alvarez,26.0,Male,Los Angeles,9857.3,,furniture,2
CUST1195,Henry Cole,18.0,,Unknown,,,,NaN
CUST1612,,36.0,Female,,685.95,,Clothing,4
CUST1555,Andrew Anderson,-5.0,Female,Houston,221.99,2024-12-04,Cloths,5
CUST4572,,,,,8814.85,2017-04-17,Cloths,4
CUST1736,Linda Cummings,-5.0,female,Houston,4339.62,2016-11-20,Clothing,2
CUST2754,Kelly Mcdaniel,136.0,female,,7209.52,,Cloths,6
CUST3381,Samantha Lee,-5.0,Female,,8592.69,not_a_date,unknown,1
CUST2527,,,Male,New York,,2018-09-26,Furniture,2
CUST3924,Kevin Jones,169.0,Male,,7696.95,not_a_date,Clothing,2
CUST1938,Christina Calderon,36.0,male,Chicago,8012.78,,electronics ,6
CUST5065,,192.0,,Unknown,,,,0
CUST1963,,159.0,,LosAngeles,2015.36,not_a_date,,5
CUST2091,Amber Reeves,60.0,Male,Houston,2708.45,not_a_date,Electronics,NaN
CUST1715,Gabriel Walters,100.0,male,Unknown,,2019-06-27,furniture,6
CUST3009,,154.0,,New York,4166.31,2018-05-22,furniture,0
CUST3986,Alexandra Weeks,128.0,,New York,9527.31,2024-06-14,Clothing,3
CUST4399,David Palmer,174.0,female,Los Angeles,3346.92,,unknown,4
CUST1922,Lisa Wyatt,-5.0,Male,Los Angeles,6724.83,not_a_date,Furniture,3
CUST5069,Benjamin Fisher,166.0,female,Unknown,2484.66,2018-11-04,furniture,2
CUST1650,,115.0,male,LosAngeles,2978.46,2017-03-29,unknown,1
CUST4036,Lauren Allen,,Female,,1685.41,not_a_date,Electronics,0
CUST4808,Mrs. Stephanie Zhang,-5.0,female,Chicago,2420.71,2020-06-09,furniture,NaN
CUST2728,Julie Nichols,149.0,male,Los Angeles,3978.31,2024-12-29,Cloths,0
CUST4511,Jenna Wright,,Male,LosAngeles,,not_a_date,furniture,2
CUST1233,,-5.0,Female,New York,1593.87,2018-03-12,,5
CUST4575,Chad Cobb,114.0,,,9035.55,,,5
CUST1211,James Ramos,110.0,male,Los Angeles,2854.86,,furniture,1
CUST1583,Gregory Gray,61.0,female,LosAngeles,2880.68,2025-02-24,Furniture,4
CUST5337,,108.0,Fmale,Houston,3847.67,,furniture,4
CUST5153,,-5.0,male,Houston,,2024-06-30,Cloths,2
CUST5417,,158.0,male,,4501.95,2017-05-22,Clothing,NaN
CUST4856,,,Female,New York,436.66,,Clothing,2
CUST3945,Matthew Franklin,,,Los Angeles,1505.46,not_a_date,Electronics,6
CUST2141,,196.0,female,LosAngeles,488.16,2025-07-11,,3
CUST5014,Timothy Hall,-5.0,Mle,Chicago ,439.28,2018-05-06,Clothing,1
CUST4826,Kayla Roberts,-5.0,,Los Angeles,5738.46,,,6
CUST1316,Erin Jackson,,male,,6323.16,not_a_date,Electronics,6
CUST2908,,163.0,male,Houston,,2020-11-13,electronics ,
CUST3113,Kathryn Anderson,-5.0,male,Unknown,9558.12,,furniture,2
CUST4983,Bradley Roth,,Male,Chicago,145.77,2024-03-06,electronics ,NaN
CUST3229,Sean Jacobson,39.0,,Chicago ,4168.63,not_a_date,,
CUST4517,Ana Myers,,male,Chicago,,not_a_date,unknown,
CUST3356,Jesus Young,200.0,,Los Angeles,3106.62,not_a_date,Electronics,2
CUST2460,Melissa Mcdonald,,male,Chicago ,2440.57,2025-07-18,electronics ,
CUST5644,Amanda Petty,48.0,,New York,5338.35,2018-03-24,furniture,4
CUST5825,Andrea Mitchell,67.0,Male,Unknown,,,Cloths,4
CUST3840,Mark Moore,-5.0,Mle,,7510.97,not_a_date,electronics ,5
CUST3822,Edward Ross,-5.0,male,Chicago,2670.04,2024-05-23,electronics ,5
CUST1826,Alex Pittman,58.0,Male,Houston,8485.25,2025-06-06,,
CUST1532,April Horn,39.0,Female,Houston,6106.51,not_a_date,Furniture,0
CUST4638,Gabriel Flores,-5.0,Male,,8325.1,2025-06-28,Cloths,1
CUST3141,Rachael Martin,26.0,female,,925.76,2025-05-11,unknown,NaN
CUST3435,William Singh,,,Chicago ,9550.56,2024-12-15,Electronics,0
CUST3900,Patrick Thompson,-5.0,female,Unknown,,not_a_date,Furniture,6
CUST5325,,-5.0,Male,Los Angeles,4393.68,not_a_date,Electronics,6
CUST5452,Amanda Dunn,126.0,female,New York,9338.72,not_a_date,Cloths,3
CUST5236,Ryan Singh,194.0,male,Houston,,2026-01-24,Cloths,6
CUST5847,Shelby Kim,111.0,,Houston,9445.98,2018-03-05,unknown,1
CUST2222,Eric Melton,-5.0,,Chicago ,288.47,2025-12-28,furniture,3
CUST4647,Rebecca Brown,29.0,,Unknown,5173.57,2024-06-02,Cloths,5
CUST2579,Melissa Hodge,180.0,Male,Unknown,1510.84,,electronics ,4
CUST4335,Clifford Harvey,149.0,,Los Angeles,3676.38,2024-05-20,Cloths,1
CUST2181,Shane Benton,155.0,Fmale,LosAngeles,6119.87,,Cloths,3
CUST3197,,60.0,male,LosAngeles,7744.07,,Furniture,NaN
CUST3039,,-5.0,Mle,,2590.35,,Electronics,3
CUST4430,Kenneth Howard,-5.0,Male,,8489.22,2017-10-16,Cloths,
CUST2808,James Garcia,101.0,female,LosAngeles,2217.67,,furniture,2
CUST5935,Justin Stanley,120.0,female,New York,9685.78,2025-12-16,Furniture,1
CUST2732,Benjamin Poole,-5.0,Male,Unknown,5154.48,,furniture,4
CUST1609,John Conrad,,male,New York,,not_a_date,Electronics,6
CUST3228,Dustin Hoover,49.0,female,,,2016-09-08,electronics ,1
CUST4388,Gerald Dillon,44.0,Mle,New York,542.02,,Furniture,3
CUST1593,Tim Meyers,199.0,Female,New York,838.12,2016-06-30,Clothing,1
CUST4064,Nicole Brooks,50.0,male,New York,2411.82,,electronics ,
CUST5663,Carol Baldwin,-5.0,Fmale,,,2018-10-15,Clothing,0
CUST3927,Mrs. Nicole Huffman,58.0,Female,,,not_a_date,Clothing,4
CUST5459,,-5.0,Mle,Chicago,3237.88,,,4
CUST5827,Kenneth Gutierrez,62.0,,Houston,,not_a_date,furniture,NaN
CUST4137,Lisa Schultz,,male,,5092.12,2016-10-29,,4
CUST5281,Carla Alvarez,191.0,Male,Unknown,7639.47,not_a_date,Furniture,0
CUST1874,,,female,Houston,1504.28,2020-05-08,Electronics,4
CUST5628,Stacy Perez,-5.0,Fmale,LosAngeles,7969.93,not_a_date,Furniture,5
CUST2444,Sergio Bowman,,Mle,LosAngeles,3128.93,,Furniture,
CUST5106,,128.0,female,Chicago ,523.08,,Clothing,2
CUST4493,Benjamin Le,49.0,,Chicago,,,Furniture,5
CUST4378,Abigail Dean,186.0,Fmale,,9434.62,not_a_date,Clothing,NaN
CUST3484,Sheri Wilkinson,37.0,,Los Angeles,3103.56,,Cloths,3
CUST4002,Tracy Galvan,-5.0,Mle,Chicago,9876.9,,Cloths,0
CUST4119,,,male,Houston,9586.59,2020-06-23,Furniture,4
CUST1503,,,male,Unknown,4713.38,not_a_date,,6
CUST4492,Timothy Booker,,Female,Los Angeles,4785.01,not_a_date,Furniture,1
CUST5046,Shawn Mcmahon,-5.0,male,New York,3739.33,not_a_date,electronics ,3
CUST3778,Rita Tucker,,Fmale,Chicago,,,,2
CUST3703,,,Mle,Los Angeles,632.78,2017-04-07,electronics ,NaN
CUST5149,,,Mle,Chicago ,4292.27,2019-04-21,Clothing,
CUST3182,,165.0,Fmale,New York,5276.73,,electronics ,4
CUST1516,Sandra Maddox,39.0,male,Chicago ,5723.63,,Cloths,2
CUST5056,,146.0,Fmale,Houston,3730.15,2017-03-25,unknown,5
CUST2435,Tracy Kane,36.0,Mle,Los Angeles,8379.8,2020-06-18,furniture,6
CUST2469,,-5.0,male,LosAngeles,664.89,not_a_date,unknown,2
CUST4866,Travis Burton,51.0,Mle,Unknown,,not_a_date,,4
CUST2525,Gabriella Lee,-5.0,female,Los Angeles,,,Furniture,4
CUST1332,Megan Gonzales,31.0,male,LosAngeles,8246.47,not_a_date,Clothing,2
CUST5930,Janice Ellis,34.0,female,Chicago,4193.47,2019-09-03,electronics ,2
CUST3752,Hailey King,,Male,Chicago ,,2020-09-28,unknown,1
CUST1768,Donna Dean,,Fmale,LosAngeles,9780.43,2025-04-24,Clothing,5
CUST2854,Troy Davis,186.0,Male,,8131.87,,,NaN
CUST1979,,,female,New York,8650.41,,Electronics,NaN
CUST4766,Andrew Johnson,28.0,Fmale,Chicago ,2489.04,2020-05-04,unknown,
CUST5229,,190.0,Fmale,New York,1779.19,2024-07-05,Furniture,
CUST2842,,,Male,Chicago ,3270.37,,,NaN
CUST5340,Katherine Butler,58.0,Mle,Chicago ,1253.99,2019-03-14,,4
CUST5853,Shirley Campbell,,,,,not_a_date,,NaN
CUST1164,Scott Reyes,,,Houston,769.68,not_a_date,,
CUST5212,Erin Keller,-5.0,Fmale,,909.13,2024-07-24,,4
CUST4392,Michael Hughes,22.0,,LosAngeles,2373.15,2024-07-07,furniture,2
CUST4452,,51.0,female,Los Angeles,3826.68,,,3
CUST5273,Bianca Brown,20.0,,Unknown,4975.01,2020-07-09,,NaN
CUST4553,Alexandra Figueroa,39.0,Fmale,Los Angeles,4370.03,2025-04-22,unknown,
CUST5566,Debra Smith,,Male,Los Angeles,,2025-01-27,Cloths,6
CUST4633,,-5.0,,,,,unknown,1
CUST5806,Christopher Evans,145.0,,Chicago ,276.31,2024-06-30,,1
CUST2633,Danny Delgado,-5.0,female,Chicago,9262.08,,unknown,
CUST4128,Stephen Davis,45.0,Male,,701.41,2018-01-14,,1
CUST1113,Dan Sandoval,-5.0,female,Los Angeles,6184.99,2017-10-31,Cloths,5
CUST2919,,-5.0,Male,Unknown,8338.86,2025-08-20,Electronics,2
CUST4749,Elizabeth Powell,40.0,,New York,8594.35,not_a_date,Furniture,3
CUST4541,Jose Dougherty,-5.0,Fmale,Los Angeles,2688.36,2019-12-05,Electronics,
CUST5288,Ruben Larson,196.0,Female,,3977.02,,unknown,1
CUST2716,Amy Marsh,148.0,female,Chicago,880.9,not_a_date,,1
CUST5651,Michael Spencer,-5.0,Female,Chicago ,,,,3
CUST2160,,,,New York,7546.45,not_a_date,electronics ,NaN
CUST4570,Bethany Morrow,,male,Unknown,3219.77,,unknown,6
CUST4329,Luis Chapman,125.0,Male,Chicago,626.35,,Clothing,3
CUST2368,Andrea Sanders,-5.0,,New York,5164.85,not_a_date,Furniture,5
CUST4505,Crystal Thompson,-5.0,Mle,Chicago,,not_a_date,Electronics,3
CUST2755,Stephanie Fox,55.0,male,Chicago,9944.33,not_a_date,unknown,0
CUST5147,,195.0,Mle,,2598.27,2017-04-24,furniture,1
CUST3532,,-5.0,Female,Chicago,7837.78,,Furniture,
CUST2944,Brian Brown,126.0,Mle,Chicago,6137.02,2024-06-16,,4
CUST5376,Mrs. Kim Alvarez MD,42.0,Fmale,Chicago ,,2025-03-05,unknown,5
CUST5819,Christian Franco,-5.0,Female,New York,6442.36,2018-10-19,,4
CUST1597,Michael Martin,183.0,male,Houston,801.15,,Cloths,1
CUST1596,Steven Evans,134.0,,Los Angeles,2923.23,2025-07-24,Cloths,3
CUST3946,,22.0,,LosAngeles,3265.81,2024-10-21,,5
CUST5375,,-5.0,Mle,,3311.38,not_a_date,Furniture,5
CUST4520,Brian Matthews,65.0,Female,Unknown,,,Furniture,4
CUST4555,John Riley,-5.0,Female,,,,,NaN
CUST1238,,,Male,Unknown,613.96,2025-04-18,,6
CUST4614,,52.0,,,,,furniture,NaN
CUST3047,Krista Malone,,,Chicago ,2349.02,,,1
CUST4952,Ryan Sanchez,,Male,Unknown,5172.23,2016-03-30,furniture,3
CUST3847,Jeffrey White,122.0,Mle,Chicago,4413.03,,Furniture,
CUST4482,Aaron Cole,-5.0,Male,Houston,3072.39,2025-10-27,,NaN
CUST4084,Natalie Thomas,138.0,Fmale,,4491.23,not_a_date,electronics ,0
CUST5739,Mr. Nicholas Baker,176.0,,LosAngeles,,,Electronics,6
CUST5090,James Collins,126.0,Female,,4095.8,2024-09-28,,2
CUST3221,Paul White,106.0,,Chicago,2551.75,,Furniture,3
CUST4880,Keith Kennedy,,Male,Houston,1211.01,,Clothing,6
CUST3072,Kristen Hoffman,49.0,,Houston,5631.77,not_a_date,furniture,2
CUST1863,Maria Marshall,198.0,,Chicago,,not_a_date,,0
CUST3493,Manuel Martinez,21.0,Mle,,9625.54,not_a_date,Cloths,6
CUST5480,Tammy Haley,,Mle,Chicago,8557.09,2018-11-27,,5
CUST3722,Darrell Gonzales,144.0,female,Houston,9693.82,not_a_date,Furniture,3
CUST3797,Gary Reese,-5.0,Female,Houston,8654.34,2025-04-20,furniture,5
CUST3060,,191.0,Male,Chicago,3574.96,,furniture,6
CUST4227,Ryan Fields,,Male,New York,7271.5,not_a_date,Cloths,
CUST2257,,-5.0,,Chicago ,,2019-07-17,,4
CUST5418,Christopher Logan,-5.0,Female,Houston,2321.49,2019-10-12,Cloths,3
CUST4791,,,Female,Chicago,,not_a_date,Cloths,5
CUST2416,Jordan Rice,,Mle,Los Angeles,6549.14,2025-07-12,,NaN
CUST5515,Julia Everett,,male,Chicago ,1283.48,not_a_date,Electronics,0
CUST5881,,-5.0,female,Los Angeles,5288.68,2025-01-04,furniture,
CUST5494,Timothy Jordan,35.0,Fmale,,7158.5,not_a_date,unknown,6
CUST1664,Daniel Stevens,-5.0,male,Houston,3920.78,2025-12-30,unknown,4
CUST2543,,-5.0,,,10.09,,,1
CUST2070,Donald Phillips,105.0,Mle,Chicago ,4763.2,2024-10-30,,1
CUST3526,Eric Kim,,,New York,,2020-10-22,Electronics,NaN
CUST1021,James Moore,68.0,,,4268.3,2019-05-22,Furniture,5
CUST2902,Rose Diaz,,male,,2038.21,not_a_date,electronics ,NaN
CUST2866,Stephanie Anderson,40.0,,,6203.05,not_a_date,Furniture,6
CUST5716,,23.0,female,,,,Clothing,6
CUST5798,Billy Palmer,-5.0,Mle,New York,,2025-04-07,furniture,0
CUST4453,Sara Park,29.0,male,,5390.58,not_a_date,,2
CUST1149,Robert Mooney,53.0,female,Los Angeles,2548.99,,,0
CUST4230,,,,New York,2331.86,2017-08-01,Clothing,
CUST1832,Joel Pham,116.0,Female,Houston,3840.94,2025-08-25,Cloths,2
CUST4684,Emily Evans,,,LosAngeles,3449.17,2016-08-29,furniture,0
CUST4782,Jay Walsh,139.0,male,,8405.43,2016-11-30,unknown,0
CUST4413,Kerri Martinez,151.0,Female,,138.22,2024-10-23,furniture,NaN
CUST4139,Larry Miller,-5.0,female,Los Angeles,6824.69,2019-01-22,,4
CUST5636,Robert Wallace,-5.0,,Houston,4634.38,2024-07-08,,0
CUST3306,Logan Kelly,-5.0,Male,,4782.15,not_a_date,furniture,3
CUST5026,Lisa Wilson,-5.0,,Houston,1490.89,,,1
CUST1777,Andrea Frank,-5.0,,Los Angeles,9862.97,,furniture,2
CUST2055,Brian Harris,-5.0,female,,5576.2,2018-03-30,Clothing,5
CUST1794,Dylan Edwards,,Fmale,Chicago,4392.51,,unknown,
CUST3050,,33.0,,,,,furniture,6
CUST2571,Vickie Joseph,-5.0,Fmale,Houston,,,unknown,5
CUST3394,Ann York,-5.0,Mle,Unknown,778.55,not_a_date,electronics ,6
CUST5574,Allison Johns,-5.0,,Los Angeles,,,,
CUST4437,Jenna Macias,54.0,Female,,7655.16,2026-01-08,Electronics,3
CUST3044,Evelyn Chapman,149.0,Fmale,Houston,4626.81,2025-05-19,furniture,3
CUST2105,,-5.0,,Unknown,,not_a_date,Cloths,3
CUST4224,,119.0,Mle,Unknown,9366.91,not_a_date,furniture,
CUST2532,Jimmy Roth,39.0,,Chicago,3403.96,2016-06-19,furniture,2
CUST5069,Benjamin Fisher,166.0,female,Unknown,2484.66,2018-11-04,furniture,2
CUST2325,,-5.0,Female,LosAngeles,,,electronics ,4
CUST5878,,-5.0,Male,Unknown,4381.62,not_a_date,unknown,4
CUST2068,Christina Gonzalez,,Mle,Los Angeles,2038.74,not_a_date,,NaN
CUST1587,Shannon Hall,,male,Chicago,4350.05,2024-10-31,Electronics,5
CUST3099,John Johnson,133.0,Mle,,6017.53,not_a_date,electronics ,1
CUST5841,Lisa Flores,,Male,Los Angeles,,,Furniture,0
CUST3098,,-5.0,,,6230.13,,Clothing,4
CUST2158,,168.0,,Chicago ,2768.09,2024-10-14,Cloths,4
CUST3753,Stephanie Schaefer,-5.0,Fmale,Chicago,8984.99,,Cloths,NaN
CUST3750,Michael White,,Mle,Houston,,,Furniture,NaN
CUST2025,Antonio Dean,178.0,Female,Chicago,,not_a_date,Cloths,2
CUST3770,,-5.0,,Houston,4300.91,,,
CUST3166,Nicole Martinez,192.0,female,Los Angeles,1018.6,not_a_date,furniture,1
CUST3950,,67.0,Male,Chicago ,9336.93,2026-01-15,unknown,NaN
CUST3850,Veronica Oneill,-5.0,,Unknown,3055.65,not_a_date,Clothing,3
CUST4060,,126.0,male,,3592.94,2025-04-11,electronics ,0
CUST2278,Jonathan Whitney,112.0,Mle,LosAngeles,9256.55,,,4
CUST2920,Michael Martinez,149.0,Fmale,LosAngeles,3600.5,2025-12-25,electronics ,4
CUST3066,,,,Unknown,,not_a_date,electronics ,4
CUST1986,,,,New York,,2019-09-09,Furniture,4
CUST4953,Francisco Cuevas,185.0,male,,8389.95,2025-01-01,unknown,0
CUST5139,John Gibbs,-5.0,,Los Angeles,3049.52,2016-07-06,Electronics,4
CUST4599,Nicole Foster,,Female,Chicago ,,2018-12-13,,
CUST3885,Stephanie Garrett,157.0,,New York,6293.92,2024-08-30,Clothing,6
CUST1603,Tammy Ryan,,Mle,Chicago ,4312.66,2025-01-01,,6
CUST2367,Alexander Sullivan,,Fmale,Los Angeles,6811.57,2019-01-27,Cloths,3
CUST5238,,119.0,female,LosAngeles,9206.13,2025-07-24,,4
CUST3706,William Horton,-5.0,Female,,,not_a_date,electronics ,
CUST2598,Larry Blake,70.0,male,,9767.32,not_a_date,furniture,5
CUST3107,Jordan Jarvis,-5.0,male,LosAngeles,3455.28,2019-07-30,,4
CUST1559,,188.0,Fmale,Chicago ,7696.16,2024-04-19,unknown,1
CUST1775,,,male,Houston,,2024-10-20,,3
CUST5698,,-5.0,Male,Houston,2472.07,not_a_date,Electronics,5
CUST2905,James Brown,193.0,Mle,Los Angeles,1205.37,not_a_date,,5
CUST3926,,,,,8911.24,2024-11-19,Cloths,6
CUST2850,,168.0,female,,5004.9,,,NaN
CUST4371,,103.0,,New York,490.79,2025-06-06,Electronics,3
CUST5823,Ashley Rosales,29.0,male,LosAngeles,9372.56,2017-04-21,Furniture,1
CUST1983,Angela Moreno,43.0,Male,,7098.15,2025-08-07,Cloths,0
CUST5305,Brandi Beasley,-5.0,Fmale,Unknown,,2024-06-15,,4
CUST3069,Maria Moreno,172.0,female,Chicago,,not_a_date,Electronics,
CUST1855,Dennis Haas,-5.0,Mle,LosAngeles,6792.04,,unknown,2
CUST3520,,67.0,Male,Houston,7336.34,2024-11-16,,1
CUST4449,,119.0,male,Los Angeles,,not_a_date,furniture,0
CUST4419,John Hoffman,-5.0,Mle,LosAngeles,6672.9,2019-02-07,furniture,
CUST3096,Sheena Garcia,-5.0,Male,Chicago ,2757.15,not_a_date,Furniture,1
CUST2384,,140.0,,Los Angeles,6252.48,2025-08-25,Electronics,5
CUST5389,,-5.0,Female,Unknown,1905.17,2016-07-04,Electronics,
CUST1574,Sally Cruz,-5.0,Male,,5331.62,2017-08-07,Furniture,6
CUST1915,Ryan Smith,-5.0,Mle,,6085.64,,furniture,1
CUST2549,,-5.0,Fmale,LosAngeles,5093.36,not_a_date,electronics ,1
CUST3857,Jason Parker,62.0,Fmale,LosAngeles,5391.32,2017-10-15,Furniture,1
CUST3800,Wesley Long,,Male,Unknown,1316.06,not_a_date,,
CUST2291,,177.0,Female,Chicago,6048.7,2025-09-11,unknown,5
CUST5542,Phillip Jensen,101.0,Male,Unknown,8340.87,2016-11-11,Electronics,5
CUST5120,,60.0,,Unknown,5691.16,2025-05-16,Clothing,2
CUST2872,,55.0,Male,,2994.99,,,0
CUST1326,,118.0,,,,2017-06-05,furniture,0
CUST5172,Robert Lee,,male,,2810.8,,,NaN
CUST4507,Sheila Page,184.0,,Unknown,8540.61,2025-09-19,electronics ,1
CUST1942,Tracie Buck,,Fmale,Unknown,3727.32,,Cloths,2
CUST3387,,,Male,Los Angeles,4164.66,2018-05-12,furniture,6
CUST5624,Amy Winters,144.0,Male,Los Angeles,5271.11,2016-09-22,Furniture,2
CUST2596,Robert Kelly,198.0,,Chicago ,3788.12,2025-11-20,Clothing,4
CUST4602,Marissa Cannon,,Fmale,,6427.79,,Furniture,5
CUST4432,Jennifer Meyer,58.0,,Chicago ,1596.1,,electronics ,6
CUST2447,Ashley Chan,64.0,Fmale,Unknown,3326.17,,Electronics,3
CUST2054,,59.0,,New York,1613.88,,furniture,2
CUST1998,Lori Harris,25.0,,Los Angeles,5565.23,2018-07-29,Clothing,5
CUST4670,,197.0,Female,LosAngeles,6584.6,not_a_date,Clothing,3
CUST2721,Anna Murray,50.0,female,,8741.32,2025-11-28,,NaN
