customer_id,customer_name,age,gender,city,purchase_amount,purchase_date,product_category,feedback_rating,Age
cust5305,brandi beasley,97.44,male,chicago,5032.58,2024-06-15,furniture,4.0,44.0
cust3069,maria moreno,172.0,female,chicago,5032.58,2024-07-07,electronics,2.88,44.0
cust1855,dennis haas,97.44,male,chicago,6792.04,2024-07-07,furniture,2.0,44.0
cust3520,james johnson,67.0,male,houston,7336.34,2024-11-16,furniture,1.0,67.0
cust4449,james johnson,119.0,male,los angeles,5032.58,2024-07-07,furniture,0.0,44.0
cust4419,john hoffman,97.44,male,chicago,6672.9,2019-02-07,furniture,2.88,44.0
cust3096,sheena garcia,97.44,male,chicago,2757.15,2024-07-07,furniture,1.0,44.0
cust2384,james johnson,140.0,male,los angeles,6252.48,2025-08-25,electronics,5.0,44.0
cust5389,james johnson,97.44,female,chicago,1905.17,2016-07-04,electronics,2.88,44.0
cust1574,sally cruz,97.44,male,chicago,5331.62,2017-08-07,furniture,5.0,44.0
cust1915,ryan smith,97.44,male,chicago,6085.64,2024-07-07,furniture,1.0,44.0
cust2549,james johnson,97.44,male,chicago,5093.36,2024-07-07,electronics,1.0,44.0
cust3857,jason parker,62.0,male,chicago,5391.32,2017-10-15,furniture,1.0,62.0
cust3800,wesley long,97.44,male,chicago,1316.06,2024-07-07,furniture,2.88,44.0
cust2291,james johnson,177.0,female,chicago,6048.7,2025-09-11,furniture,5.0,44.0
cust5542,phillip jensen,101.0,male,chicago,8340.87,2016-11-11,electronics,5.0,44.0
cust5120,james johnson,60.0,male,chicago,5691.16,2025-05-16,clothing,2.0,60.0
cust2872,james johnson,55.0,male,chicago,2994.99,2024-07-07,furniture,0.0,55.0
cust1326,james johnson,118.0,male,chicago,5032.58,2017-06-05,furniture,0.0,44.0
cust5172,robert lee,97.44,male,chicago,2810.8,2024-07-07,furniture,2.88,44.0
cust4507,sheila page,184.0,male,chicago,8540.61,2025-09-19,electronics,1.0,44.0
cust1942,tracie buck,97.44,male,chicago,3727.32,2024-07-07,cloths,2.0,44.0
cust3387,james johnson,97.44,male,los angeles,4164.66,2018-05-12,furniture,5.0,44.0
cust2596,robert kelly,198.0,male,chicago,3788.12,2025-11-20,clothing,4.0,44.0
cust4602,marissa cannon,97.44,male,chicago,6427.79,2024-07-07,furniture,5.0,44.0
cust4432,jennifer meyer,58.0,male,chicago,1596.1,2024-07-07,electronics,5.0,58.0
cust2054,james johnson,59.0,male,new york,1613.88,2024-07-07,furniture,2.0,59.0
cust1998,lori harris,25.0,male,los angeles,5565.23,2018-07-29,clothing,5.0,25.0
cust4670,james johnson,197.0,female,chicago,6584.6,2024-07-07,clothing,3.0,44.0
cust2721,anna murray,50.0,female,chicago,8741.32,2025-11-28,furniture,2.88,50.0
cust5955,melissa humphrey,97.44,female,chicago,4077.36,2025-11-18,clothing,2.88,44.0
cust1365,jeffrey davis,62.0,male,chicago,5032.58,2024-07-07,furniture,0.0,62.0
cust2533,megan bailey,97.44,male,chicago,5032.58,2017-12-09,electronics,2.88,44.0
cust3766,daniel hobbs jr.,182.0,female,los angeles,5032.58,2025-10-01,furniture,5.0,44.0
cust1996,roberta ponce,97.44,female,chicago,5032.58,2024-07-07,furniture,1.0,44.0
cust2841,wanda simpson,52.0,male,los angeles,592.64,2024-07-07,furniture,4.0,52.0
cust5295,james johnson,97.44,male,chicago,5032.58,2024-07-07,cloths,2.88,44.0
cust2724,michelle jennings,135.0,male,chicago,804.61,2016-05-02,furniture,4.0,44.0
cust1970,james johnson,97.44,male,chicago,9464.86,2020-12-12,furniture,5.0,44.0
cust2621,craig stewart,97.44,male,chicago,5032.58,2024-07-07,electronics,0.0,44.0
cust1883,jennifer garcia,97.44,male,chicago,2760.82,2024-07-07,furniture,2.88,44.0
cust4384,james johnson,188.0,male,new york,7618.95,2025-02-12,clothing,2.0,44.0
cust3177,james johnson,97.44,male,los angeles,6056.91,2016-12-15,furniture,0.0,44.0
cust4903,tammy callahan,97.44,female,chicago,5032.58,2024-07-07,electronics,5.0,44.0
cust4552,briana wagner,106.0,male,chicago,5032.58,2025-09-09,furniture,2.88,44.0
cust3495,james johnson,66.0,male,new york,3851.01,2018-02-26,furniture,2.88,66.0
cust1789,bradley thornton,29.0,male,chicago,5032.58,2016-06-21,furniture,5.0,29.0
cust1184,samantha gray,97.44,male,chicago,9754.14,2024-07-07,furniture,2.88,44.0
cust4726,john mcclain,97.44,male,los angeles,2253.53,2024-07-07,furniture,2.88,44.0
cust4818,alexander miller,97.44,male,chicago,1606.59,2024-07-07,furniture,5.0,44.0
cust3895,kaitlyn murphy,31.0,male,chicago,2121.3,2019-05-16,clothing,5.0,31.0
cust5453,mark hanson,97.44,male,los angeles,5032.58,2024-07-07,electronics,2.88,44.0
cust1688,samantha robinson dds,35.0,female,new york,5032.58,2016-04-25,furniture,2.88,35.0
cust5558,julie pierce,44.0,male,los angeles,2904.74,2024-07-07,furniture,2.88,44.0
cust1309,andre henry,43.0,male,chicago,5032.58,2024-07-07,furniture,2.88,43.0
cust5906,charles suarez,39.0,female,chicago,6469.65,2025-01-28,furniture,2.0,39.0
cust3838,ana martin,97.44,male,houston,2581.78,2024-07-07,furniture,2.88,44.0
cust3668,charles scott,32.0,male,chicago,4049.03,2024-07-07,electronics,4.0,32.0
cust2651,james johnson,155.0,female,los angeles,4446.2,2024-07-07,furniture,2.88,44.0
cust2023,mary sanders,97.44,male,los angeles,4802.38,2024-07-07,furniture,5.0,44.0
cust4860,jennifer williams,126.0,male,chicago,1914.28,2018-11-14,cloths,4.0,44.0
cust5187,james johnson,97.44,male,los angeles,2872.57,2024-07-07,electronics,4.0,44.0
cust2924,james johnson,97.44,male,chicago,996.66,2025-01-30,furniture,4.0,44.0
cust5750,james johnson,97.44,male,los angeles,34.15,2018-08-12,furniture,5.0,44.0
cust1335,greg davis,97.44,male,los angeles,2637.03,2024-07-07,furniture,5.0,44.0
cust4737,sara collins,175.0,male,chicago,5032.58,2024-07-07,electronics,5.0,44.0
cust1246,james johnson,115.0,female,chicago,6885.59,2024-07-07,clothing,0.0,44.0
cust3097,benjamin bishop,104.0,male,chicago,5032.58,2024-07-07,furniture,0.0,44.0
cust1189,pamela mccann,97.44,male,chicago,8897.18,2020-06-12,furniture,4.0,44.0
cust2722,david fleming,68.0,male,chicago,5032.58,2026-02-20,electronics,5.0,68.0
cust5970,david jefferson,97.44,male,chicago,1590.38,2024-11-18,furniture,5.0,44.0
cust4051,james johnson,97.44,male,los angeles,3642.66,2024-07-07,furniture,5.0,44.0
cust3677,james johnson,97.44,male,chicago,2633.07,2017-08-16,clothing,2.88,44.0
cust3690,tracy butler,97.44,male,los angeles,6902.75,2024-08-09,furniture,3.0,44.0
cust4674,amber bennett,97.44,male,los angeles,4020.93,2019-05-07,furniture,2.88,44.0
cust5924,alexis rodriguez,97.44,female,chicago,4632.28,2024-07-07,cloths,2.88,44.0
cust2443,james johnson,97.44,female,chicago,1693.75,2024-07-07,furniture,2.88,44.0
cust5674,patrick rubio,97.44,male,new york,6115.31,2024-07-07,electronics,5.0,44.0
cust1364,james johnson,97.44,male,new york,4349.99,2024-07-07,furniture,2.0,44.0
cust2741,jodi dennis,52.0,female,chicago,4149.12,2024-07-29,clothing,5.0,52.0
cust5496,jerry irwin,97.44,male,new york,8952.58,2024-11-12,electronics,4.0,44.0
cust2349,james johnson,170.0,male,new york,8868.4,2025-12-17,clothing,1.0,44.0
cust1146,jenna thompson md,119.0,male,chicago,7533.69,2024-07-07,clothing,5.0,44.0
cust4527,kevin kelly,97.44,male,chicago,5032.58,2024-07-07,clothing,5.0,44.0
cust3265,karen kennedy,161.0,male,chicago,6984.2,2018-09-29,furniture,2.88,44.0
cust3962,james johnson,97.44,male,chicago,6548.78,2024-07-07,clothing,5.0,44.0
cust5028,catherine castillo,177.0,female,new york,2445.94,2019-05-30,furniture,2.0,44.0
cust1198,travis chandler,167.0,male,chicago,1834.38,2024-07-07,electronics,5.0,44.0
cust3092,james johnson,97.44,male,houston,8530.13,2024-07-07,electronics,5.0,44.0
cust1840,summer wilkinson,97.44,male,new york,8939.4,2025-10-06,furniture,5.0,44.0
cust4485,renee willis,23.0,male,chicago,4092.93,2018-01-29,electronics,1.0,23.0
cust3977,mark baker,97.44,male,chicago,5898.64,2024-07-07,furniture,4.0,44.0
cust5130,robert roman,64.0,male,chicago,5032.58,2024-07-11,furniture,5.0,64.0
cust1336,elizabeth moore,97.44,male,new york,9026.49,2016-07-22,furniture,2.88,44.0
cust4115,brian silva,97.44,male,los angeles,5032.58,2024-07-07,furniture,3.0,44.0
cust2822,james johnson,97.44,male,los angeles,9651.62,2024-07-07,clothing,2.88,44.0
cust4032,julie munoz,97.44,male,los angeles,8279.03,2024-12-24,furniture,5.0,44.0
cust1383,brian brown,97.44,female,chicago,5032.58,2020-06-16,furniture,5.0,44.0
cust2258,tara cooley,146.0,male,new york,5032.58,2025-04-14,furniture,5.0,44.0
cust5667,sharon lewis,41.0,male,chicago,5032.58,2025-03-08,electronics,2.88,41.0
cust2983,noah castillo,97.44,male,los angeles,9007.48,2020-08-22,furniture,2.88,44.0
cust5183,james johnson,97.44,female,houston,5391.23,2024-05-13,furniture,2.88,44.0
cust2997,jared kim,97.44,male,chicago,4046.98,2020-07-16,furniture,4.0,44.0
cust2988,brett anderson,97.44,female,chicago,9329.48,2024-07-07,cloths,3.0,44.0
cust5858,audrey huffman,131.0,male,chicago,5032.58,2026-02-22,furniture,2.88,44.0
cust5072,caroline nelson,97.44,female,chicago,1463.37,2018-04-14,furniture,2.88,44.0
cust4580,sharon castillo,97.44,male,los angeles,5032.58,2017-12-12,furniture,1.0,44.0
cust3516,james johnson,34.0,male,chicago,5032.58,2024-07-07,furniture,2.0,34.0
cust3158,erin clayton,130.0,female,chicago,5032.58,2024-07-07,furniture,5.0,44.0
cust4721,sharon miles,191.0,male,houston,5898.01,2024-07-07,furniture,4.0,44.0
cust1992,stephanie west,97.44,female,chicago,5032.58,2016-10-24,furniture,2.88,44.0
cust1854,james johnson,97.44,male,new york,3695.64,2024-07-07,electronics,1.0,44.0
cust1111,christine wilson,97.44,female,chicago,5290.91,2017-06-14,clothing,2.0,44.0
cust1693,james johnson,70.0,male,chicago,4943.53,2024-07-07,furniture,4.0,70.0
cust2418,dr. justin vaughan,97.44,male,chicago,5032.58,2024-07-07,furniture,1.0,44.0
cust4650,hannah davidson,59.0,male,los angeles,576.77,2024-07-07,furniture,2.88,59.0
cust4125,jasmine johnson,57.0,male,los angeles,6617.25,2024-07-07,furniture,2.88,57.0
cust1339,franklin kerr,133.0,female,houston,2739.68,2024-07-07,electronics,0.0,44.0
cust2563,peter dawson,185.0,male,new york,5032.58,2024-07-07,clothing,1.0,44.0
cust1580,james bell,159.0,female,los angeles,7398.67,2024-07-07,clothing,5.0,44.0
cust2112,devin benson,97.44,male,chicago,5135.63,2024-07-07,furniture,3.0,44.0
cust2594,nathan montes,97.44,male,chicago,6629.15,2025-04-23,furniture,2.88,44.0
cust5971,lauren johnson,54.0,male,houston,9268.07,2024-07-07,electronics,1.0,54.0
cust5673,christine dorsey,97.44,female,chicago,9499.46,2017-11-20,furniture,2.88,44.0
cust4946,james johnson,97.44,male,chicago,633.92,2024-04-03,electronics,3.0,44.0
cust5805,casey moore,97.44,male,houston,1303.24,2024-07-07,furniture,5.0,44.0
cust2710,james johnson,23.0,male,chicago,7726.71,2020-01-10,furniture,5.0,23.0
cust5523,david richardson,97.44,female,chicago,4155.92,2024-07-07,furniture,2.0,44.0
cust2844,james johnson,97.44,male,houston,5032.58,2024-08-31,electronics,3.0,44.0
cust1007,james johnson,62.0,male,chicago,5252.72,2024-07-07,cloths,1.0,62.0
cust5564,susan howard,97.44,male,chicago,2731.2,2024-07-07,furniture,2.88,44.0
cust1178,michelle suarez,200.0,male,chicago,6249.24,2024-07-07,furniture,5.0,44.0
cust5219,adam perez,18.0,female,chicago,6090.74,2024-07-07,electronics,5.0,18.0
cust4099,andrew gregory,107.0,male,houston,8416.48,2025-09-16,electronics,0.0,44.0
cust2080,randy jones,29.0,female,chicago,2973.03,2024-07-07,furniture,1.0,29.0
cust5969,paula walker,195.0,male,chicago,4973.42,2024-07-07,furniture,4.0,44.0
cust4026,garrett roman,97.44,male,new york,403.38,2024-07-07,furniture,5.0,44.0
cust4838,christine robles,194.0,male,chicago,8433.47,2017-01-25,furniture,2.88,44.0
cust1708,amanda lewis,97.44,male,chicago,5358.15,2018-02-20,furniture,2.0,44.0
cust4549,kristina perkins,175.0,female,new york,9202.24,2024-07-07,furniture,0.0,44.0
cust2682,susan roberson,97.44,male,chicago,3739.72,2024-07-07,furniture,2.0,44.0
cust1388,zachary roy,135.0,male,chicago,5032.58,2024-07-07,cloths,4.0,44.0
cust1725,james johnson,97.44,male,chicago,7975.98,2024-07-07,electronics,5.0,44.0
cust5635,anna fisher,97.44,male,chicago,5032.58,2025-02-06,furniture,0.0,44.0
cust3558,james johnson,97.44,male,chicago,8432.41,2024-07-07,electronics,0.0,44.0
cust3876,james johnson,189.0,male,chicago,9979.54,2025-10-11,furniture,1.0,44.0
cust3999,james johnson,137.0,female,chicago,4820.93,2024-10-16,furniture,2.0,44.0
cust3732,kristi lawson,27.0,male,chicago,5064.02,2020-05-10,cloths,5.0,27.0
cust3129,brandon washington,97.44,female,new york,8330.28,2024-07-07,cloths,2.0,44.0
cust2930,john white,35.0,female,houston,9495.57,2025-02-03,electronics,3.0,35.0
cust3115,victor parker,132.0,female,chicago,5018.87,2024-07-07,furniture,4.0,44.0
cust4662,james johnson,97.44,male,los angeles,8104.93,2024-07-07,furniture,0.0,44.0
cust5683,sandra thompson,69.0,male,chicago,5032.58,2024-07-07,electronics,2.88,69.0
cust2075,tyler roy,116.0,male,new york,5063.4,2024-07-07,electronics,1.0,44.0
cust2348,kim chen,142.0,male,los angeles,9082.89,2024-07-07,furniture,0.0,44.0
cust3424,kristina phillips,97.44,male,chicago,7289.05,2025-12-14,furniture,2.0,44.0
cust5639,felicia james,63.0,male,chicago,5032.58,2020-12-01,furniture,4.0,63.0
cust4435,james johnson,111.0,male,chicago,5032.58,2025-05-16,electronics,2.0,44.0
cust5306,shane griffin,97.44,male,new york,1122.43,2024-07-07,furniture,1.0,44.0
cust2200,jeremy lam,137.0,female,new york,6315.6,2024-07-07,furniture,2.88,44.0
cust4467,alexis hebert,97.44,female,chicago,1079.02,2024-07-07,cloths,0.0,44.0
cust5449,brittany mcgee,97.44,male,chicago,9748.9,2024-07-07,electronics,2.88,44.0
cust3438,james johnson,97.44,male,los angeles,5032.58,2024-07-07,furniture,5.0,44.0
cust3503,kimberly smith,97.44,female,los angeles,4909.27,2024-07-07,furniture,3.0,44.0
cust2361,david hines,100.0,female,los angeles,9148.05,2024-07-07,electronics,5.0,44.0
cust5115,mr. danny anderson md,97.44,male,los angeles,947.85,2024-07-07,furniture,2.0,44.0
cust4188,samantha nichols,18.0,male,chicago,6415.55,2024-07-07,furniture,5.0,18.0
cust4345,charlene gallegos,97.44,male,chicago,1368.46,2024-07-07,clothing,5.0,44.0
cust2581,eric smith,97.44,male,chicago,2723.2,2025-03-04,furniture,2.88,44.0
cust2495,james johnson,134.0,male,chicago,8322.66,2024-04-13,furniture,0.0,44.0
cust1630,david mueller,172.0,male,chicago,7437.78,2024-07-07,furniture,1.0,44.0
cust2262,james johnson,97.44,male,chicago,8589.93,2024-07-07,electronics,5.0,44.0
cust4691,suzanne nolan,97.44,male,chicago,7489.24,2024-07-07,furniture,0.0,44.0
cust5582,angela medina,97.44,female,chicago,8069.12,2024-07-07,furniture,0.0,44.0
cust3975,austin richards,97.44,male,new york,8325.31,2024-07-07,furniture,5.0,44.0
cust3299,morgan washington,41.0,male,chicago,4688.99,2016-03-06,furniture,2.88,41.0
cust2388,james johnson,97.44,male,chicago,9343.99,2024-07-07,furniture,0.0,44.0
cust1439,nathaniel crawford,97.44,male,los angeles,2023.52,2024-07-07,furniture,4.0,44.0
cust2929,christopher moore,97.44,male,chicago,9787.83,2025-06-04,furniture,2.88,44.0
cust3836,melvin williams,97.44,male,houston,5032.58,2024-07-07,furniture,4.0,44.0
cust4135,jasmine cantu,115.0,male,houston,5407.4,2024-07-07,cloths,0.0,44.0
cust1954,james johnson,97.44,male,chicago,5850.2,2019-11-05,furniture,0.0,44.0
cust3344,jessica griffin,47.0,male,chicago,992.75,2024-07-07,furniture,2.0,47.0
cust4159,matthew cardenas,63.0,male,chicago,5032.58,2021-02-28,clothing,4.0,63.0
cust4821,beth fernandez,97.44,female,chicago,2319.39,2024-07-28,electronics,4.0,44.0
cust1758,brittany rivera,97.44,male,houston,5032.58,2024-07-07,clothing,5.0,44.0
cust2254,kyle nelson,116.0,male,chicago,7420.91,2024-07-07,cloths,3.0,44.0
cust5082,ashley coleman,97.44,male,chicago,4768.79,2024-07-07,electronics,2.88,44.0
cust4586,kenneth davis,31.0,female,chicago,4640.82,2024-07-07,furniture,0.0,31.0
cust3708,randy rivera,97.44,male,chicago,5718.9,2024-12-28,furniture,2.88,44.0
cust3100,james johnson,123.0,male,chicago,5021.14,2025-10-13,furniture,5.0,44.0
cust4308,christopher alvarado,68.0,female,houston,4073.99,2024-12-10,electronics,3.0,68.0
cust3602,ralph mendez,97.44,female,new york,9023.98,2024-07-07,clothing,2.88,44.0
cust4343,holly mitchell,97.44,female,chicago,756.23,2024-07-07,furniture,4.0,44.0
cust4906,devon drake,57.0,male,chicago,7871.5,2024-07-07,furniture,2.88,57.0
cust2299,chad johnson,34.0,female,chicago,3406.41,2024-07-07,furniture,0.0,34.0
cust1242,kari martinez,97.44,female,new york,2277.98,2016-08-08,furniture,5.0,44.0
cust1337,john jennings,97.44,male,chicago,5032.58,2024-07-07,electronics,5.0,44.0
cust5873,catherine liu,97.44,male,chicago,7076.49,2024-07-07,electronics,2.88,44.0
cust5175,jesse gillespie,127.0,male,chicago,1240.32,2024-07-07,furniture,5.0,44.0
cust4055,james johnson,134.0,male,chicago,5032.58,2024-07-07,furniture,0.0,44.0
cust4401,james johnson,193.0,male,chicago,5305.51,2018-01-27,furniture,1.0,44.0
cust2707,james johnson,122.0,male,chicago,6056.13,2024-07-07,electronics,2.0,44.0
cust4085,tyler vaughan,190.0,male,los angeles,2752.1,2018-02-09,furniture,0.0,44.0
cust3481,darren davenport,97.44,female,new york,5032.58,2017-11-22,electronics,2.88,44.0
cust5870,john nguyen,31.0,female,los angeles,5032.58,2024-07-07,furniture,0.0,31.0
cust5053,steven strickland,153.0,male,chicago,6528.3,2017-10-26,electronics,4.0,44.0
cust2805,james johnson,166.0,male,los angeles,4813.16,2024-04-05,furniture,0.0,44.0
cust5731,monica green,192.0,male,chicago,3318.93,2017-05-21,furniture,4.0,44.0
cust3577,james johnson,170.0,male,new york,4464.43,2024-07-07,furniture,5.0,44.0
cust3413,christine johnson,97.44,male,new york,7761.26,2017-09-13,electronics,1.0,44.0
cust2434,heidi galloway,55.0,male,chicago,8081.17,2024-07-07,electronics,5.0,55.0
cust2622,jeremy farmer,41.0,male,chicago,5032.58,2024-07-07,furniture,3.0,41.0
cust1727,james johnson,97.44,male,new york,6806.77,2020-08-02,electronics,5.0,44.0
cust3257,david cunningham,97.44,male,chicago,6083.19,2024-07-07,furniture,5.0,44.0
cust3025,jessica moore,69.0,male,chicago,5032.58,2024-07-07,clothing,3.0,69.0
cust3155,michael kelley,97.44,female,new york,8110.1,2024-07-07,furniture,0.0,44.0
cust5896,joseph williams,97.44,male,chicago,5032.58,2016-07-25,clothing,5.0,44.0
cust2092,james johnson,97.44,male,chicago,5032.58,2018-05-19,furniture,5.0,44.0
cust4646,jason clark,61.0,male,chicago,5043.14,2024-09-05,clothing,4.0,61.0
cust2401,scott sullivan,97.44,male,chicago,8510.74,2024-07-07,furniture,1.0,44.0
cust2043,marcus miles,188.0,male,los angeles,6840.31,2018-05-05,furniture,0.0,44.0
cust4723,james johnson,166.0,female,chicago,3170.26,2024-04-02,clothing,4.0,44.0
cust5860,james johnson,97.44,female,chicago,5032.58,2025-02-10,furniture,5.0,44.0
cust1322,james johnson,42.0,male,chicago,6348.27,2020-07-24,furniture,5.0,42.0
cust3131,michelle church,160.0,male,los angeles,2335.91,2019-01-03,furniture,2.88,44.0
cust2610,larry carroll,40.0,male,los angeles,9421.56,2024-07-07,furniture,2.0,40.0
cust5020,james johnson,43.0,male,new york,3859.51,2024-04-21,clothing,0.0,43.0
cust2709,james johnson,97.44,male,chicago,4075.42,2025-02-13,furniture,4.0,44.0
cust1183,karina odonnell,28.0,male,chicago,7995.89,2024-07-07,furniture,5.0,28.0
cust2824,james johnson,97.44,male,houston,386.8,2025-04-30,furniture,2.88,44.0
cust4325,michael vega,188.0,male,houston,2688.15,2024-07-07,electronics,2.0,44.0
cust1427,erica brown,193.0,male,los angeles,2593.32,2019-10-29,electronics,3.0,44.0
cust4754,melinda york,185.0,male,chicago,279.55,2024-09-29,furniture,2.88,44.0
cust5521,bruce campbell,97.44,male,chicago,6119.7,2025-08-27,furniture,4.0,44.0
cust2407,patrick ruiz,97.44,male,los angeles,5032.58,2024-07-07,furniture,2.88,44.0
cust3389,james johnson,50.0,male,chicago,141.12,2017-10-23,cloths,1.0,50.0
cust1896,edward brown,62.0,female,los angeles,3187.38,2025-04-21,electronics,2.0,62.0
cust4546,sean willis,56.0,male,new york,5032.58,2024-07-07,clothing,0.0,56.0
cust2003,jessica miller,173.0,male,chicago,2506.32,2019-10-22,furniture,2.88,44.0
cust5824,kimberly taylor,97.44,female,chicago,5408.45,2024-10-02,cloths,2.88,44.0
cust5704,yvonne hughes,101.0,male,new york,3826.71,2016-11-27,clothing,5.0,44.0
cust2252,mr. vincent jones md,97.44,male,los angeles,6965.19,2025-11-05,cloths,2.0,44.0
cust1155,bridget contreras,159.0,male,chicago,3549.04,2024-07-07,furniture,2.88,44.0
cust5333,julie hill,148.0,female,chicago,1701.29,2024-07-07,furniture,2.88,44.0
cust3654,cindy smith,97.44,female,houston,5032.58,2024-07-07,cloths,2.88,44.0
cust2101,james johnson,97.44,male,new york,1984.5,2021-01-09,cloths,0.0,44.0
cust3274,lance lane,63.0,male,los angeles,4444.74,2024-07-07,electronics,4.0,63.0
cust2356,nicole bolton,180.0,male,los angeles,8295.36,2018-03-02,clothing,4.0,44.0
cust2766,mary fowler,97.44,male,new york,8378.36,2024-07-07,cloths,2.0,44.0
cust2777,linda thompson,148.0,male,houston,7179.09,2024-10-06,electronics,2.88,44.0
cust1797,yvonne drake,97.44,male,chicago,2205.01,2024-07-07,furniture,4.0,44.0
cust3683,susan contreras,97.44,male,los angeles,9563.77,2024-07-07,electronics,2.88,44.0
cust5917,tammy malone,97.44,male,chicago,3606.52,2024-07-07,furniture,5.0,44.0
cust5448,kimberly cruz,50.0,female,chicago,9170.64,2024-08-29,clothing,1.0,50.0
cust4127,james johnson,163.0,male,chicago,8206.48,2024-07-07,furniture,0.0,44.0
cust5925,paul buchanan,33.0,male,new york,5032.58,2018-02-26,furniture,2.88,33.0
cust2267,james johnson,154.0,male,new york,9934.41,2024-07-07,furniture,5.0,44.0
cust5846,james johnson,97.44,male,new york,2361.55,2018-05-10,furniture,5.0,44.0
cust2362,angela rogers,97.44,male,chicago,5032.58,2016-10-29,furniture,1.0,44.0
cust1916,kevin jimenez,97.44,male,chicago,4786.69,2024-07-07,furniture,2.0,44.0
cust4342,justin weaver,103.0,female,chicago,5465.2,2024-07-07,furniture,5.0,44.0
cust3853,brian lee,97.44,male,chicago,1973.43,2024-08-17,furniture,5.0,44.0
cust4216,james johnson,97.44,male,chicago,4011.91,2024-07-07,electronics,0.0,44.0
cust4414,james johnson,97.44,male,los angeles,2886.52,2024-07-07,electronics,0.0,44.0
cust2199,gary kirk,97.44,male,chicago,4502.79,2024-08-26,furniture,5.0,44.0
cust5589,james johnson,97.44,female,chicago,1741.14,2024-07-07,electronics,4.0,44.0
cust2235,chad rodriguez,22.0,male,chicago,6126.67,2025-09-30,furniture,3.0,22.0
cust5015,laura george,97.44,male,chicago,3848.77,2024-07-07,cloths,5.0,44.0
cust5581,james johnson,97.44,male,chicago,3879.1,2024-07-07,furniture,2.0,44.0
cust1564,james johnson,97.44,female,chicago,3896.0,2018-04-05,electronics,2.88,44.0
cust1360,beth holt,97.44,female,chicago,4282.98,2024-07-07,electronics,3.0,44.0
cust3295,james johnson,128.0,female,los angeles,5030.44,2024-07-07,furniture,3.0,44.0
cust2269,paige archer,70.0,male,new york,6121.55,2025-03-26,cloths,2.88,70.0
cust2468,douglas jackson,97.44,male,chicago,7783.21,2024-07-07,electronics,2.0,44.0
cust3921,charles ramos,34.0,male,houston,3048.58,2024-07-07,clothing,1.0,34.0
cust4053,andrew lopez,97.44,male,houston,6168.59,2024-07-07,electronics,4.0,44.0
cust3834,marissa collins,106.0,male,chicago,1780.09,2019-11-16,clothing,1.0,44.0
cust3890,larry fitzgerald,68.0,male,chicago,9198.39,2024-07-07,electronics,0.0,68.0
cust2765,misty johnson,54.0,male,new york,5032.58,2024-06-28,furniture,0.0,54.0
cust5096,karen graham,97.44,male,chicago,4958.73,2018-12-01,furniture,2.88,44.0
cust1423,eddie jones,97.44,male,chicago,1624.28,2016-05-05,furniture,2.88,44.0
cust3712,james johnson,97.44,female,chicago,5032.58,2024-07-07,furniture,0.0,44.0
cust5251,dylan floyd,105.0,male,chicago,789.93,2018-05-19,furniture,2.88,44.0
cust2832,cody hood,97.44,male,houston,8709.57,2017-08-15,electronics,5.0,44.0
cust4853,claudia white,40.0,female,chicago,9808.66,2024-06-10,furniture,4.0,40.0
cust4014,michael moore,126.0,male,chicago,2682.99,2024-07-07,furniture,5.0,44.0
cust2772,trevor dyer,117.0,male,chicago,8677.44,2024-07-07,electronics,4.0,44.0
cust2176,jennifer shaw,97.44,male,chicago,3059.89,2021-01-19,furniture,3.0,44.0
cust4642,nicolas clarke,97.44,female,chicago,8994.08,2024-12-15,furniture,3.0,44.0
cust3997,james johnson,97.44,female,chicago,8345.52,2024-07-07,clothing,2.88,44.0
cust4732,peter hughes,19.0,male,chicago,5897.3,2020-08-11,furniture,3.0,19.0
cust5165,james johnson,192.0,male,new york,4936.4,2025-05-01,clothing,0.0,44.0
cust2667,veronica cooper,97.44,male,new york,5032.58,2019-02-21,furniture,0.0,44.0
cust1808,molly henry,46.0,male,chicago,5509.55,2025-07-04,furniture,5.0,46.0
cust2528,james johnson,97.44,male,houston,9529.01,2024-07-07,furniture,2.88,44.0
cust1662,derek james,97.44,male,chicago,8767.95,2017-09-08,furniture,3.0,44.0
cust1438,james johnson,130.0,female,houston,5032.58,2024-05-28,electronics,1.0,44.0
cust4932,michael kim,97.44,male,chicago,6526.9,2024-07-07,electronics,1.0,44.0
cust4618,shawna soto,108.0,female,chicago,372.55,2020-02-16,furniture,2.0,44.0
cust4184,james johnson,97.44,male,new york,5435.35,2017-09-09,furniture,1.0,44.0
cust4786,thomas mckenzie,97.44,male,chicago,5032.58,2024-06-20,furniture,2.88,44.0
cust1001,christine murphy,32.0,female,chicago,6458.02,2024-06-22,cloths,4.0,32.0
cust2990,james johnson,97.44,male,houston,5032.58,2017-03-24,furniture,2.88,44.0
cust4954,douglas brown,18.0,male,houston,3359.43,2024-07-07,electronics,0.0,18.0
cust3672,shannon avila,68.0,male,chicago,1830.01,2024-07-07,furniture,2.88,68.0
cust2933,kenneth brown,97.44,male,chicago,6459.85,2024-07-07,clothing,4.0,44.0
cust2474,james johnson,106.0,male,houston,3529.75,2024-07-07,cloths,2.88,44.0
cust2351,james johnson,97.44,male,chicago,2753.95,2024-07-07,clothing,1.0,44.0
cust2980,patricia williams,67.0,male,chicago,4568.48,2024-07-07,furniture,4.0,67.0
cust4028,james johnson,27.0,female,houston,4990.47,2025-04-25,cloths,0.0,27.0
